"id","givenName","familyName","middleName","unaccentedGivenName","unaccentedFamilyName","unaccentedMiddleName","nickName","honorificPrefix","honorificSuffix","honorificTitle","birthYear","deathYear","congresses"
"C000174","Thomas","Carper","Richard","Thomas","Carper","Richard",,,,,"1947",,"[{""position"":""Representative"",""congressNumber"":101,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""DE"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""DE"",""parties"":[""Democrat""],""electionCirca"":false}]"
"C001070","Robert","Casey","P.","Robert","Casey","P.","Bob",,"Jr.",,"1960",,"[{""position"":""Senator"",""congressNumber"":114,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""PA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""PA"",""parties"":[""Democrat""],""electionCirca"":false}]"
"C001075","Bill","Cassidy",,"Bill","Cassidy",,,,,,"1957",,"[{""position"":""Representative"",""congressNumber"":111,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""LA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""LA"",""parties"":[""Republican""],""electionCirca"":false}]"
"C000542","Daniel","Coats","Ray","Daniel","Coats","Ray",,,,,"1943",,"[{""position"":""Senator"",""congressNumber"":102,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""IN"",""parties"":[""Republican""]}]"
"C000567","William","Cochran","Thad","William","Cochran","Thad",,,,,"1937","2019","[{""position"":""Senator"",""congressNumber"":95,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":94,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":97,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":96,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":99,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":98,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":93,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":95,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""MS"",""parties"":[""Republican""]}]"
"C001035","Susan","Collins","Margaret","Susan","Collins","Margaret",,,,,"1952",,"[{""position"":""Senator"",""congressNumber"":105,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""ME"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""ME"",""parties"":[""Republican""],""electionCirca"":false}]"
"C001088","Christopher","Coons","A.","Christopher","Coons","A.",,,,,"1963",,"[{""position"":""Senator"",""congressNumber"":111,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""DE"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""DE"",""parties"":[""Democrat""],""electionCirca"":false}]"
"C001071","Robert","Corker",,"Robert","Corker",,"Bob",,,,"1952",,"[{""position"":""Senator"",""congressNumber"":110,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""TN"",""parties"":[""Republican""]}]"
"C001056","John","Cornyn",,"John","Cornyn",,,,,,"1952",,"[{""position"":""Senator"",""congressNumber"":107,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false}]"
"C001113","Catherine","Cortez Masto","Marie","Catherine","Cortez Masto","Marie",,,,,"1964",,"[{""position"":""Senator"",""congressNumber"":115,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""NV"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""NV"",""parties"":[""Democrat""],""electionCirca"":false}]"
"C001095","Tom","Cotton",,"Tom","Cotton",,"Tom",,,,"1977",,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""AR"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""AR"",""parties"":[""Republican""],""electionCirca"":false}]"
"C001096","Kevin","Cramer",,"Kevin","Cramer",,,,,,"1961",,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""ND"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""ND"",""parties"":[""Republican""],""electionCirca"":false}]"
"C000880","Michael","Crapo","Dean","Michael","Crapo","Dean",,,,,"1951",,"[{""position"":""Representative"",""congressNumber"":103,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""ID"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""ID"",""parties"":[""Republican""],""electionCirca"":false}]"
"C001098","Rafael","Cruz","Edward","Rafael","Cruz","Edward","Ted",,,,"1970",,"[{""position"":""Senator"",""congressNumber"":113,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false}]"
"D000618","Steve","Daines",,"Steve","Daines",,,,,,"1962",,"[{""position"":""Senator"",""congressNumber"":116,""stateName"":""MT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""MT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""MT"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""MT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""MT"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""MT"",""parties"":[""Republican""],""electionCirca"":false}]"
"D000607","Joe","Donnelly",,"Joe","Donnelly",,,,,,"1955",,"[{""position"":""Senator"",""congressNumber"":115,""stateName"":""IN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""IN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""IN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""IN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""IN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""IN"",""parties"":[""Democrat""]}]"
"D000622","Tammy","Duckworth",,"Tammy","Duckworth",,,,,,"1968",,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false}]"
"D000563","Richard","Durbin","Joseph","Richard","Durbin","Joseph",,,,,"1944",,"[{""position"":""Senator"",""congressNumber"":116,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false}]"
"E000285","Michael","Enzi","B.","Michael","Enzi","B.",,,,,"1944","2021","[{""position"":""Senator"",""congressNumber"":106,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""WY"",""parties"":[""Republican""]}]"
