,Senator,Age,Gender,Emotion (Majority),Race (Majority),Valence_m,Normalized_Valence_m,Weighted_Valence_m
40,Robert Menendez ,"[53, 36, 42, 40, 52, 36]","[{'Woman': 0.0037643480027327314, 'Man': 99.9962329864502}, {'Woman': 59.40817594528198, 'Man': 40.59182405471802}, {'Woman': 0.05915408837608993, 'Man': 99.9408483505249}, {'Woman': 0.010135256161447614, 'Man': 99.98986721038818}, {'Woman': 0.02358867204748094, 'Man': 99.97641444206238}, {'Woman': 0.021537653810810298, 'Man': 99.97846484184265}]",happy,white,18.710449682019668,43.62131383579944,16.2587676180562
41,John Cornyn ,"[40, 45, 52, 33, 40, 49, 48, 51, 46]","[{'Woman': 0.02827785210683942, 'Man': 99.97171759605408}, {'Woman': 0.01792224938981235, 'Man': 99.98207688331604}, {'Woman': 0.026114002685062587, 'Man': 99.9738872051239}, {'Woman': 0.15299866208806634, 'Man': 99.84700083732605}, {'Woman': 0.004042058935738169, 'Man': 99.99595880508423}, {'Woman': 0.2601122250780463, 'Man': 99.7398853302002}, {'Woman': 0.027111763483844697, 'Man': 99.97288584709167}, {'Woman': 0.09280394879169762, 'Man': 99.90719556808472}, {'Woman': 0.4056456033140421, 'Man': 99.59434866905212}]",happy,white,-4.485914901730946,41.672282168710495,6.6333393560203096
42,Roger Marshall ,"[32, 41, 52, 34, 36, 40, 40]","[{'Woman': 0.10396972065791488, 'Man': 99.89602565765381}, {'Woman': 0.16619886737316847, 'Man': 99.8337984085083}, {'Woman': 0.09771222248673439, 'Man': 99.90228414535522}, {'Woman': 0.0611394178122282, 'Man': 99.9388575553894}, {'Woman': 0.585710909217596, 'Man': 99.41429495811462}, {'Woman': 0.24839940015226603, 'Man': 99.75160360336304}, {'Woman': 0.054688239470124245, 'Man': 99.94531273841858}]",happy,white,9.341092956154228,51.57857608921314,14.137480649057975
43,Ted Budd ,"[31, 37, 45, 41, 33, 30, 36, 28, 29]","[{'Woman': 0.00039017236304061953, 'Man': 99.99960660934448}, {'Woman': 75.09134411811829, 'Man': 24.908657371997833}, {'Woman': 0.0034742330171866342, 'Man': 99.99653100967407}, {'Woman': 0.0046006189222680405, 'Man': 99.99539852142334}, {'Woman': 0.005280760160530917, 'Man': 99.9947190284729}, {'Woman': 0.039663625648245215, 'Man': 99.96033310890198}, {'Woman': 0.02419966767774895, 'Man': 99.97579455375671}, {'Woman': 0.0011834423276013695, 'Man': 99.99881982803345}, {'Woman': 0.002708861939026974, 'Man': 99.9972939491272}]",happy,white,61.84092305605293,73.36752459714818,39.43316020557019
44,Katie Boyd Britt ,"[26, 33, 38, 30, 31, 32]","[{'Woman': 99.99990463256836, 'Man': 9.287526268053625e-05}, {'Woman': 99.99984502792358, 'Man': 0.00014956749510020018}, {'Woman': 99.99674558639526, 'Man': 0.0032591775379842147}, {'Woman': 94.92771029472351, 'Man': 5.0722915679216385}, {'Woman': 99.99972581863403, 'Man': 0.000274591820925707}, {'Woman': 99.99942779541016, 'Man': 0.000571860346099129}]",happy,white,26.162101020866174,54.434181862691766,21.40879209571679
45,Patty Murray ,"[24, 25, 38, 50, 46]","[{'Woman': 72.2534716129303, 'Man': 27.746525406837463}, {'Woman': 3.0071038752794266, 'Man': 96.99289202690125}, {'Woman': 87.00461983680725, 'Man': 12.99537718296051}, {'Woman': 99.9126136302948, 'Man': 0.08738783653825521}, {'Woman': 0.3672526450827718, 'Man': 99.63274598121643}]",happy,white,4.276279188411005,45.48578458825692,10.89092011907608
46,Bill Cassidy ,"[35, 51, 53, 44, 33, 30]","[{'Woman': 0.006983892671996728, 'Man': 99.99301433563232}, {'Woman': 0.21465965546667576, 'Man': 99.78533387184143}, {'Woman': 0.043654319597408175, 'Man': 99.95633959770203}, {'Woman': 0.11448865989223123, 'Man': 99.88551139831543}, {'Woman': 0.003656871194834821, 'Man': 99.99634027481079}, {'Woman': 60.724443197250366, 'Man': 39.275553822517395}]",neutral,white,-0.8967077738179962,34.61215246496825,6.635482454655915
47,Roy Blunt ,"[33, 26, 31, 27, 37, 38, 27]","[{'Woman': 0.8726782165467739, 'Man': 99.12732243537903}, {'Woman': 0.004922457446809858, 'Man': 99.99507665634155}, {'Woman': 0.08738122414797544, 'Man': 99.91262555122375}, {'Woman': 0.047799211461097, 'Man': 99.95219707489014}, {'Woman': 0.005827336644870229, 'Man': 99.99417066574097}, {'Woman': 0.006450719956774265, 'Man': 99.9935507774353}, {'Woman': 0.02920575498137623, 'Man': 99.97078776359558}]",happy,white,-17.51955074997139,32.389502018442826,-0.4290935270708727
48,James M. Inhofe ,"[46, 51, 48, 49, 47, 49, 51]","[{'Woman': 0.006167354149511084, 'Man': 99.99383687973022}, {'Woman': 0.1530875451862812, 'Man': 99.84690546989441}, {'Woman': 3.692147880792618, 'Man': 96.30784392356873}, {'Woman': 0.10959065984934568, 'Man': 99.89041090011597}, {'Woman': 0.09146707016043365, 'Man': 99.90853071212769}, {'Woman': 0.060374499298632145, 'Man': 99.93962049484253}, {'Woman': 0.11946151498705149, 'Man': 99.88054037094116}]",happy,white,34.85660367732349,56.40508610498661,25.26719097965937
49,Dan Sullivan ,"[37, 33, 41, 49, 33]","[{'Woman': 0.13107050908729434, 'Man': 99.8689353466034}, {'Woman': 0.24684853851795197, 'Man': 99.7531533241272}, {'Woman': 0.036596067366190255, 'Man': 99.96340274810791}, {'Woman': 0.015364280261565, 'Man': 99.9846339225769}, {'Woman': 0.039882666897028685, 'Man': 99.96011853218079}]",happy,white,-23.534108110762155,34.248222850319046,-2.4472666925014948
50,John Boozman ,"[44, 47, 51, 53, 39, 52, 54, 51]","[{'Woman': 0.08139109122566879, 'Man': 99.9186098575592}, {'Woman': 0.024574805865995586, 'Man': 99.9754250049591}, {'Woman': 0.002229390520369634, 'Man': 99.9977707862854}, {'Woman': 0.0017701102478895336, 'Man': 99.99823570251465}, {'Woman': 0.003655214823083952, 'Man': 99.99634027481079}, {'Woman': 0.0002778161615424324, 'Man': 99.99972581863403}, {'Woman': 1.7067836597561836, 'Man': 98.29320907592773}, {'Woman': 0.005190695446799509, 'Man': 99.99481439590454}]",sad,latino hispanic,-60.33829387884324,1.042645955245484,-23.802786461833474
51,Jeanne Shaheen ,"[34, 41, 35, 34, 38, 40, 46, 42]","[{'Woman': 72.94994592666626, 'Man': 27.050048112869263}, {'Woman': 99.96986389160156, 'Man': 0.03014003741554916}, {'Woman': 88.52011561393738, 'Man': 11.479884386062622}, {'Woman': 22.391343116760254, 'Man': 77.60865688323975}, {'Woman': 99.98555183410645, 'Man': 0.014448356523644179}, {'Woman': 80.33429384231567, 'Man': 19.665712118148804}, {'Woman': 23.430219292640686, 'Man': 76.56978368759155}, {'Woman': 98.91749620437622, 'Man': 1.0825032368302345}]",happy,white,41.433128009738105,69.01370347104721,30.43171023236995
52,Claire McCaskill ,"[28, 49, 42, 53, 49, 46]","[{'Woman': 20.035474002361298, 'Man': 79.96452450752258}, {'Woman': 82.78697729110718, 'Man': 17.213022708892822}, {'Woman': 99.24065470695496, 'Man': 0.7593462243676186}, {'Woman': 99.99998807907104, 'Man': 1.6195205887470365e-05}, {'Woman': 99.9987244606018, 'Man': 0.0012706245797744486}, {'Woman': 99.99995231628418, 'Man': 4.517984280028031e-05}]",happy,white,63.88919674965223,81.51035140609018,41.89334727331415
53,Maria Cantwell ,"[43, 41, 31, 32]","[{'Woman': 99.78607296943665, 'Man': 0.21393054630607367}, {'Woman': 99.95669722557068, 'Man': 0.04330329247750342}, {'Woman': 99.99961853027344, 'Man': 0.00037876720853091683}, {'Woman': 99.99939203262329, 'Man': 0.0006108075012889458}]",happy,white,46.40898162129222,71.57144672837329,32.928715257034135
54,Cory Gardner ,"[29, 39, 30, 39, 39, 33, 34, 44]","[{'Woman': 0.5941367708146572, 'Man': 99.4058609008789}, {'Woman': 1.0428051464259624, 'Man': 98.95719289779663}, {'Woman': 8.801451325416565, 'Man': 91.19855165481567}, {'Woman': 2.608916722238064, 'Man': 97.39108681678772}, {'Woman': 0.18683226080611348, 'Man': 99.81316924095154}, {'Woman': 0.6555722560733557, 'Man': 99.34443235397339}, {'Woman': 3.3059798181056976, 'Man': 96.69402837753296}, {'Woman': 0.23532877676188946, 'Man': 99.76467490196228}]",neutral,white,-5.287247157104424,26.936169799014035,3.3374329089935983
55,Deb Fischer ,"[48, 46, 44, 36, 34, 39]","[{'Woman': 99.99784231185913, 'Man': 0.0021619325707433745}, {'Woman': 99.99663829803467, 'Man': 0.003363837458891794}, {'Woman': 99.99617338180542, 'Man': 0.0038314334233291447}, {'Woman': 53.99530529975891, 'Man': 46.00469768047333}, {'Woman': 38.398754596710205, 'Man': 61.60125136375427}, {'Woman': 99.9993085861206, 'Man': 0.000685577469994314}]",happy,white,4.931049974858877,50.294751950024754,12.123014222322572
56,Sherrod Brown ,"[32, 35, 37, 34, 35, 47, 30, 38]","[{'Woman': 70.37705779075623, 'Man': 29.622942209243774}, {'Woman': 1.46227665245533, 'Man': 98.53772521018982}, {'Woman': 0.11077948147431016, 'Man': 99.88922476768494}, {'Woman': 0.03949037927668542, 'Man': 99.9605119228363}, {'Woman': 0.23930829484015703, 'Man': 99.7606873512268}, {'Woman': 0.009893380047287792, 'Man': 99.99010562896729}, {'Woman': 0.5039631854742765, 'Man': 99.49603080749512}, {'Woman': 0.05222335457801819, 'Man': 99.94778037071228}]",happy,white,67.88137282299134,83.5126807598378,43.88666368103652
57,Christopher A. Coons ,"[26, 42, 35, 37, 49, 25, 50]","[{'Woman': 0.01226927270181477, 'Man': 99.98773336410522}, {'Woman': 0.013090141874272376, 'Man': 99.98691082000732}, {'Woman': 0.3870929591357708, 'Man': 99.6129035949707}, {'Woman': 0.11003812542185187, 'Man': 99.88995790481567}, {'Woman': 0.011079527030233294, 'Man': 99.98891353607178}, {'Woman': 27.00817883014679, 'Man': 72.99181818962097}, {'Woman': 0.0006151133220555494, 'Man': 99.99938011169434}]",happy,white,-12.583451473703272,32.01974365370629,1.4606756061638058
58,John McCain ,"[43, 38, 34, 32, 39, 36]","[{'Woman': 0.10853238636627793, 'Man': 99.89147186279297}, {'Woman': 0.048758191405795515, 'Man': 99.95124340057373}, {'Woman': 0.013603997649624944, 'Man': 99.98639822006226}, {'Woman': 1.7316795885562897, 'Man': 98.26831817626953}, {'Woman': 0.05561052239499986, 'Man': 99.94438290596008}, {'Woman': 0.029697574791498482, 'Man': 99.97029900550842}]",fear,white,-42.06322185592713,28.02799777298472,-11.078090764281157
59,Jacky Rosen ,"[48, 33, 32, 33, 29, 33]","[{'Woman': 100.0, 'Man': 1.642368196996813e-06}, {'Woman': 99.99970197677612, 'Man': 0.0002961573500215309}, {'Woman': 99.99939203262329, 'Man': 0.0006052172921044985}, {'Woman': 99.98227953910828, 'Man': 0.017723538621794432}, {'Woman': 99.9996542930603, 'Man': 0.0003476404344837647}, {'Woman': 99.99758005142212, 'Man': 0.0024257962650153786}]",happy,white,94.90517577154696,96.27034145724905,57.21889651054476
60,John W. Hickenlooper ,"[42, 36, 35, 53, 35]","[{'Woman': 0.008842897659633309, 'Man': 99.99115467071533}, {'Woman': 0.02932838979177177, 'Man': 99.97066855430603}, {'Woman': 0.18532791873440146, 'Man': 99.81467723846436}, {'Woman': 0.08661882020533085, 'Man': 99.91338849067688}, {'Woman': 0.08810195722617209, 'Man': 99.9118983745575}]",happy,white,1.5485414454623423,49.55340888956619,10.627077886288282
61,Ben Ray Luján ,[],[],,,,,
62,Rand Paul ,"[42, 43, 44, 33, 32, 34, 26, 42, 36]","[{'Woman': 0.1282007433474064, 'Man': 99.87180233001709}, {'Woman': 0.3066117875277996, 'Man': 99.69338178634644}, {'Woman': 3.249339759349823, 'Man': 96.75065875053406}, {'Woman': 0.16804678598418832, 'Man': 99.83194470405579}, {'Woman': 0.06218418711796403, 'Man': 99.93780851364136}, {'Woman': 12.262703478336334, 'Man': 87.73729801177979}, {'Woman': 10.058300942182541, 'Man': 89.94170427322388}, {'Woman': 0.07005691877566278, 'Man': 99.929940700531}, {'Woman': 0.14243657933548093, 'Man': 99.85756874084473}]",neutral,white,14.240474862437967,32.82787164728239,12.299314570966706
63,James E. Risch ,"[48, 46, 26, 51, 42, 34, 34]","[{'Woman': 0.02289734111400321, 'Man': 99.97710585594177}, {'Woman': 0.008870879537425935, 'Man': 99.99113082885742}, {'Woman': 26.854002475738525, 'Man': 73.14599752426147}, {'Woman': 0.1854008762165904, 'Man': 99.81460571289062}, {'Woman': 2.6698680594563484, 'Man': 97.3301351070404}, {'Woman': 0.026388413971289992, 'Man': 99.97361302375793}, {'Woman': 0.03191640425939113, 'Man': 99.96808767318726}]",sad,white,-26.95691230202546,28.05763106663216,-5.060098215829901
64,David Perdue ,"[51, 24, 49, 35, 51, 25, 45, 30, 32]","[{'Woman': 0.000263496099250915, 'Man': 99.99973773956299}, {'Woman': 26.74495577812195, 'Man': 73.25504422187805}, {'Woman': 0.00724683195585385, 'Man': 99.99275207519531}, {'Woman': 0.0024782437321846373, 'Man': 99.99752044677734}, {'Woman': 0.006704613770125434, 'Man': 99.99330043792725}, {'Woman': 0.2855165395885706, 'Man': 99.7144877910614}, {'Woman': 0.10496755130589008, 'Man': 99.89503026008606}, {'Woman': 22.306883335113525, 'Man': 77.69311666488647}, {'Woman': 86.95068955421448, 'Man': 13.049308955669403}]",happy,white,32.791157688928635,64.73416984432032,26.127828382123177
65,Mitch McConnell ,"[44, 53, 42, 46, 23, 60, 53, 52, 51, 57, 31]","[{'Woman': 3.0400997027754784, 'Man': 96.95990085601807}, {'Woman': 0.6227088160812855, 'Man': 99.37729239463806}, {'Woman': 46.564966440200806, 'Man': 53.43502759933472}, {'Woman': 14.499631524085999, 'Man': 85.50037145614624}, {'Woman': 4.5019689947366714, 'Man': 95.49803137779236}, {'Woman': 0.2478668699041009, 'Man': 99.75213408470154}, {'Woman': 26.06196701526642, 'Man': 73.93803000450134}, {'Woman': 1.595921814441681, 'Man': 98.40407371520996}, {'Woman': 9.186234325170517, 'Man': 90.81376194953918}, {'Woman': 0.4934085998684168, 'Man': 99.50659275054932}, {'Woman': 98.57755899429321, 'Man': 1.4224492944777012}]",happy,white,3.781099859773357,41.96961288113737,9.983511031291085
66,Marsha Blackburn ,"[40, 42, 35, 50, 36, 46, 26, 49]","[{'Woman': 100.0, 'Man': 1.2041283525832114e-07}, {'Woman': 99.9998688697815, 'Man': 0.00013433204912871588}, {'Woman': 94.08277869224548, 'Man': 5.917217209935188}, {'Woman': 100.0, 'Man': 3.5005772586194084e-09}, {'Woman': 24.70654994249344, 'Man': 75.29345154762268}, {'Woman': 100.0, 'Man': 1.9678499108000125e-08}, {'Woman': 85.2695643901825, 'Man': 14.730435609817505}, {'Woman': 100.0, 'Man': 6.01070755668065e-10}]",happy,white,34.560829026737366,58.31872917220636,25.53607320300585
67,Dean Heller ,"[31, 36, 28, 44, 35, 27]","[{'Woman': 0.00644411047687754, 'Man': 99.9935507774353}, {'Woman': 0.03957232111133635, 'Man': 99.96042847633362}, {'Woman': 0.015380668628495187, 'Man': 99.98462200164795}, {'Woman': 0.007191031181719154, 'Man': 99.99281167984009}, {'Woman': 0.0905931112356484, 'Man': 99.90941286087036}, {'Woman': 0.0018228933186037466, 'Man': 99.99817609786987}]",neutral,white,-30.632854321057692,19.13572161590308,-8.325454827592035
68,Kyrsten Sinema ,"[32, 32, 31, 28]","[{'Woman': 53.059643507003784, 'Man': 46.94035053253174}, {'Woman': 99.65468049049377, 'Man': 0.3453172044828534}, {'Woman': 19.185911118984222, 'Man': 80.81408739089966}, {'Woman': 97.9076623916626, 'Man': 2.0923394709825516}]",happy,white,0.5743175640586742,49.68968927130346,10.266887853030108
69,Tim Scott ,"[28, 29, 31, 32, 33]","[{'Woman': 0.11554361553862691, 'Man': 99.88445043563843}, {'Woman': 0.28886303771287203, 'Man': 99.71113204956055}, {'Woman': 0.005119926936458796, 'Man': 99.99487400054932}, {'Woman': 0.04120686207897961, 'Man': 99.95879530906677}, {'Woman': 0.05290000117383897, 'Man': 99.94710087776184}]",happy,black,45.94073143445677,60.43307157838173,30.492184344295264
70,Martha McSally ,"[35, 31, 25, 43, 34, 24]","[{'Woman': 99.9962568283081, 'Man': 0.003743002889677882}, {'Woman': 99.7580885887146, 'Man': 0.24190510157495737}, {'Woman': 99.99982118606567, 'Man': 0.00018219559478893643}, {'Woman': 21.801599860191345, 'Man': 78.19839715957642}, {'Woman': 99.99995231628418, 'Man': 4.892967240266444e-05}, {'Woman': 9.001845866441727, 'Man': 90.99814891815186}]",happy,white,60.37975353518106,66.45109132237674,37.45438500741079
71,Tommy Tuberville ,"[47, 39, 39, 47, 41, 43, 44]","[{'Woman': 0.10124639375135303, 'Man': 99.89874958992004}, {'Woman': 0.003548528184182942, 'Man': 99.99644756317139}, {'Woman': 0.2078274032101035, 'Man': 99.79217648506165}, {'Woman': 0.057640677550807595, 'Man': 99.9423623085022}, {'Woman': 0.014459672092925757, 'Man': 99.98553991317749}, {'Woman': 0.0023675755073782057, 'Man': 99.99762773513794}, {'Woman': 0.025405510677956045, 'Man': 99.97459053993225}]",neutral,white,12.070111371460692,39.0173953270701,12.685962571484376
72,Mike Braun ,"[32, 36, 51, 56, 53]","[{'Woman': 0.0661912199575454, 'Man': 99.93380904197693}, {'Woman': 0.015166641969699413, 'Man': 99.98483657836914}, {'Woman': 0.007631730841239914, 'Man': 99.99237060546875}, {'Woman': 0.08869957528077066, 'Man': 99.91130232810974}, {'Woman': 0.06237731431610882, 'Man': 99.93762373924255}]",happy,white,18.411730752076064,52.930352119905784,18.02049731343346
73,Raphael G. Warnock ,"[31, 28, 33]","[{'Woman': 60.81264615058899, 'Man': 39.18735682964325}, {'Woman': 0.0004400030320539372, 'Man': 99.99955892562866}, {'Woman': 0.019554339814931154, 'Man': 99.9804437160492}]",neutral,black,-11.317474422965764,31.925486038234947,1.9454669545439174
74,Rick Scott ,"[51, 32, 23, 47, 56, 51, 33]","[{'Woman': 0.10370697127655149, 'Man': 99.89628791809082}, {'Woman': 0.0780558621045202, 'Man': 99.92194175720215}, {'Woman': 0.034783605951815844, 'Man': 99.96521472930908}, {'Woman': 0.5565088242292404, 'Man': 99.44348931312561}, {'Woman': 0.36797586362808943, 'Man': 99.63202476501465}, {'Woman': 0.26006707921624184, 'Man': 99.73993301391602}, {'Woman': 22.797542810440063, 'Man': 77.20245718955994}]",angry,white,-80.87568116408183,5.588972962047918,-31.057801804281475
75,Mike Lee ,"[30, 29, 27, 36]","[{'Woman': 0.11052470654249191, 'Man': 99.889475107193}, {'Woman': 0.10083859087899327, 'Man': 99.89916682243347}, {'Woman': 0.06351809133775532, 'Man': 99.93647933006287}, {'Woman': 0.0032164007279789075, 'Man': 99.99678134918213}]",happy,white,51.116085127057104,73.95310571093971,35.28319058812974
76,Kevin Cramer ,"[57, 36, 52, 40, 44]","[{'Woman': 0.002319672239536885, 'Man': 99.99767541885376}, {'Woman': 0.02295544254593551, 'Man': 99.977046251297}, {'Woman': 0.07330058142542839, 'Man': 99.9267041683197}, {'Woman': 0.033522036392241716, 'Man': 99.96647834777832}, {'Woman': 0.05199229344725609, 'Man': 99.94800686836243}]",happy,white,78.09349546760615,88.92163424294189,49.043600063459785
77,Mitt Romney ,"[30, 30, 33, 29, 53, 25]","[{'Woman': 0.009617226896807551, 'Man': 99.99037981033325}, {'Woman': 0.12717593926936388, 'Man': 99.87282156944275}, {'Woman': 0.1072634244337678, 'Man': 99.89272952079773}, {'Woman': 0.06735736969858408, 'Man': 99.93264675140381}, {'Woman': 0.01278101117350161, 'Man': 99.98722076416016}, {'Woman': 0.00919213707675226, 'Man': 99.99080896377563}]",happy,white,46.480840799089684,65.13683103157128,31.657391395106657
78,Markwayne Mullin ,"[39, 47, 48, 43, 33]","[{'Woman': 0.2883950946852565, 'Man': 99.71160888671875}, {'Woman': 0.02716770686674863, 'Man': 99.9728262424469}, {'Woman': 0.0014994616321928333, 'Man': 99.99849796295166}, {'Woman': 0.32180577982217073, 'Man': 99.67819452285767}, {'Woman': 0.0010924257367150858, 'Man': 99.99890327453613}]",fear,white,-55.99907192985171,8.697613517334576,-20.52940569383299
79,Lisa Murkowski ,"[42, 50, 28, 35, 38]","[{'Woman': 11.617079377174377, 'Man': 88.38292360305786}, {'Woman': 34.47218835353851, 'Man': 65.52780866622925}, {'Woman': 11.335285753011703, 'Man': 88.66471648216248}, {'Woman': 0.3189640585333109, 'Man': 99.68103766441345}, {'Woman': 1.0542666539549828, 'Man': 98.94573092460632}]",sad,white,-7.270271392019751,42.80993423146181,5.75505042205715
80,Ron Johnson ,"[35, 44, 28]","[{'Woman': 0.11428772704675794, 'Man': 99.88571405410767}, {'Woman': 0.0013234732250566594, 'Man': 99.99867677688599}, {'Woman': 0.029602539143525064, 'Man': 99.97039437294006}]",neutral,white,-11.401100380937294,35.322841701632875,2.5985199901386693
81,Shelley Moore Capito ,"[26, 47, 25, 43, 32, 31, 32]","[{'Woman': 93.92184615135193, 'Man': 6.078159809112549}, {'Woman': 88.0561351776123, 'Man': 11.943860352039337}, {'Woman': 1.1637615971267223, 'Man': 98.83623719215393}, {'Woman': 2.806227467954159, 'Man': 97.19377160072327}, {'Woman': 27.42244601249695, 'Man': 72.57755398750305}, {'Woman': 1.9535118713974953, 'Man': 98.04648160934448}, {'Woman': 15.172743797302246, 'Man': 84.82725620269775}]",happy,white,38.02103777818794,68.33862216805227,28.93738719011768
82,Gary C. Peters ,"[48, 58, 39, 45, 50, 45]","[{'Woman': 0.037457095459103584, 'Man': 99.96254444122314}, {'Woman': 0.07574917981401086, 'Man': 99.92425441741943}, {'Woman': 0.04901112406514585, 'Man': 99.95099306106567}, {'Woman': 0.536935031414032, 'Man': 99.46305751800537}, {'Woman': 0.15043563907966018, 'Man': 99.84956979751587}, {'Woman': 0.06990152760408819, 'Man': 99.93009567260742}]",happy,white,65.50507532187014,81.9786710701777,42.631044334194314
83,Bill Hagerty ,"[31, 48, 46, 41, 39]","[{'Woman': 0.05717356107197702, 'Man': 99.94282126426697}, {'Woman': 0.2418661257252097, 'Man': 99.75813627243042}, {'Woman': 0.029505498241633177, 'Man': 99.9704897403717}, {'Woman': 0.2686201361939311, 'Man': 99.73137974739075}, {'Woman': 0.0749104015994817, 'Man': 99.92508292198181}]",neutral,latino hispanic,-0.6601612865989133,24.89225418364661,4.766007363443789
84,Richard J. Durbin ,"[35, 45, 39, 40, 39, 40]","[{'Woman': 1.4357030391693115, 'Man': 98.56429696083069}, {'Woman': 0.19855487626045942, 'Man': 99.80144500732422}, {'Woman': 0.45592482201755047, 'Man': 99.54407215118408}, {'Woman': 16.113227605819702, 'Man': 83.88677835464478}, {'Woman': 0.11783924419432878, 'Man': 99.88215565681458}, {'Woman': 0.010637529339874163, 'Man': 99.98936653137207}]",neutral,white,30.807699750173743,52.963899324336204,22.96061976407646
85,Jeff Merkley ,"[26, 42, 31, 44, 32, 35]","[{'Woman': 0.003817978358711116, 'Man': 99.99618530273438}, {'Woman': 0.03300161624792963, 'Man': 99.96700286865234}, {'Woman': 25.43761432170868, 'Man': 74.56238865852356}, {'Woman': 0.010271037899656221, 'Man': 99.98972415924072}, {'Woman': 0.004196089139441028, 'Man': 99.99580383300781}, {'Woman': 0.051155820256099105, 'Man': 99.94884729385376}]",neutral,white,-26.347455832912274,21.149326253229837,-6.213163987395423
86,Kelly Ayotte ,"[35, 49, 41, 32, 46, 37]","[{'Woman': 9.19310599565506, 'Man': 90.80688953399658}, {'Woman': 99.35473799705505, 'Man': 0.6452656351029873}, {'Woman': 95.42289972305298, 'Man': 4.577098041772842}, {'Woman': 99.99459981918335, 'Man': 0.005400984809966758}, {'Woman': 98.98459911346436, 'Man': 1.0154061019420624}, {'Woman': 16.356156766414642, 'Man': 83.64384770393372}]",neutral,white,-40.037459935805884,9.773169630913385,-13.959722513661456
87,Steve Daines ,"[35, 39, 45, 28, 34, 35]","[{'Woman': 0.03877244598697871, 'Man': 99.96122717857361}, {'Woman': 0.08439975208602846, 'Man': 99.91559982299805}, {'Woman': 0.04188443999737501, 'Man': 99.95811581611633}, {'Woman': 12.65183687210083, 'Man': 87.34815716743469}, {'Woman': 0.1506716012954712, 'Man': 99.84933137893677}, {'Woman': 0.18513791728764772, 'Man': 99.81486797332764}]",happy,white,46.990007354945895,64.75716196889671,31.783328577402045
88,Heidi Heitkamp ,"[27, 38, 53, 37, 49, 35]","[{'Woman': 1.274316105991602, 'Man': 98.72568845748901}, {'Woman': 99.77109432220459, 'Man': 0.22889974061399698}, {'Woman': 99.92538094520569, 'Man': 0.07462159846909344}, {'Woman': 97.93084263801575, 'Man': 2.069162391126156}, {'Woman': 99.9998927116394, 'Man': 0.00010273620318912435}, {'Woman': 14.857234060764313, 'Man': 85.14276146888733}]",happy,white,4.620486261704542,50.013216495648486,11.942540289132616
89,James Lankford ,"[41, 26, 26, 27, 23, 27, 29]","[{'Woman': 0.12164615327492356, 'Man': 99.8783528804779}, {'Woman': 0.056675629457458854, 'Man': 99.94332194328308}, {'Woman': 0.2729752566665411, 'Man': 99.72701668739319}, {'Woman': 0.3044708399102092, 'Man': 99.69552755355835}, {'Woman': 0.012697036436293274, 'Man': 99.98730421066284}, {'Woman': 0.2792596584185958, 'Man': 99.72073435783386}, {'Woman': 0.011297639139229432, 'Man': 99.98869895935059}]",happy,white,-12.093611293662368,37.34794137659838,2.7320256824411127
90,Mark Kelly ,"[37, 43, 34]","[{'Woman': 0.1510527217760682, 'Man': 99.8489499092102}, {'Woman': 0.20706553477793932, 'Man': 99.7929334640503}, {'Woman': 0.029493460897356272, 'Man': 99.97050166130066}]",angry,white,-28.639181429773302,31.259387584487925,-5.082787844881918
91,"Joe Manchin, III ","[36, 52, 40, 33, 48, 47]","[{'Woman': 17.767921090126038, 'Man': 82.2320818901062}, {'Woman': 0.13940166682004929, 'Man': 99.8606026172638}, {'Woman': 0.43536159209907055, 'Man': 99.56464171409607}, {'Woman': 0.4791006911545992, 'Man': 99.52090382575989}, {'Woman': 0.1306410296820104, 'Man': 99.86936450004578}, {'Woman': 0.013761210720986128, 'Man': 99.98623132705688}]",angry,white,-11.454310591984326,33.02881417539021,2.1139034968042587
92,Michael F. Bennet ,"[29, 27, 29, 26, 25]","[{'Woman': 0.07259837002493441, 'Man': 99.92740750312805}, {'Woman': 0.07458619656972587, 'Man': 99.92541670799255}, {'Woman': 0.090494763571769, 'Man': 99.909508228302}, {'Woman': 0.005228451482253149, 'Man': 99.99476671218872}, {'Woman': 0.004147620347794145, 'Man': 99.99585151672363}]",happy,white,66.3739533308548,77.52904986543574,42.07792685398378
93,Roger F. Wicker ,"[37, 48, 49, 54, 35]","[{'Woman': 0.0362851977115497, 'Man': 99.96371269226074}, {'Woman': 0.0692821282427758, 'Man': 99.93071556091309}, {'Woman': 0.034721585689112544, 'Man': 99.96527433395386}, {'Woman': 0.14505222206935287, 'Man': 99.85494017601013}, {'Woman': 0.22025085054337978, 'Man': 99.77974891662598}]",happy,white,26.615844495796487,57.988650231607366,22.30744725016696
94,Ted Cruz ,"[30, 30, 24, 45, 36, 29]","[{'Woman': 0.024485302856191993, 'Man': 99.97552037239075}, {'Woman': 0.42211287654936314, 'Man': 99.57789182662964}, {'Woman': 0.02274370490340516, 'Man': 99.97726082801819}, {'Woman': 0.005204300759942271, 'Man': 99.99479055404663}, {'Woman': 0.30564083717763424, 'Man': 99.69435334205627}, {'Woman': 0.02390311856288463, 'Man': 99.97609257698059}]",happy,white,-21.81534641345549,30.655421906321383,-2.4890526319567576
